Item,Date,Warehouse,Source,Old Stock,Sh Quantity,Different,Shipment Stock,Scrap,Ofd,Return,Delivered ,All Stock,Shipment Code,Ofd D,Branch Scrap,Closeed Scrap
Bashmala,8-May,UAE ????,Egypt,0 ,17 ,0 ,17 ,0,17 ,0 ,17 ,0 ,2026-UAE-04-013,One,,
Watermelon,8-May,UAE ????,Egypt,0 ,376 ,13 ,389 ,1,388 ,59 ,320 ,59 ,2026-UAE-04-013,One,,
Berries Omani,8-May,UAE ????,Egypt,0 ,77 ,(22),55 ,2,53 ,9 ,42 ,9 ,2026-UAE-04-013,One,,
Mango Timor Yemeni,8-May,UAE ????,LM,0 ,52 ,1 ,53 ,0,53 ,9 ,45 ,9 ,2026-UAE-04-013,One,,
Guava Banati,8-May,UAE ????,Egypt,0 ,90 ,0 ,90 ,4,87 ,16 ,70 ,15 ,2026-UAE-04-013,One,,
Golden Berry,8-May,UAE ????,Egypt,0 ,29 ,0 ,29 ,0,29 ,3 ,27 ,3 ,2026-UAE-04-013,One,,
Peach Baladi,8-May,UAE ????,Egypt,0 ,45 ,0 ,45 ,1,44 ,9 ,35 ,9 ,2026-UAE-04-013,One,,
Peach Sugary,8-May,UAE ????,Egypt,0 ,77 ,0 ,77 ,0,77 ,14 ,61 ,14 ,2026-UAE-04-013,One,,
Graps White,8-May,UAE ????,Egypt,0 ,20 ,0 ,20 ,0,20 ,4 ,16 ,4 ,2026-UAE-04-013,One,,
Graps red,8-May,UAE ????,Egypt,0 ,26 ,0 ,26 ,0,26 ,2 ,24 ,2 ,2026-UAE-04-013,One,,
Cantaloupe,8-May,UAE ????,Egypt,0 ,89 ,0 ,89 ,0,90 ,12 ,76 ,11 ,2026-UAE-04-013,One,,
Bashmala,9-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-04-013,Two,,
Watermelon,9-May,UAE ????,Egypt,59 ,0 ,0 ,0 ,2,57 ,11 ,41 ,11 ,2026-UAE-04-013,Two,,
Berries Omani,9-May,UAE ????,Egypt,9 ,0 ,0 ,0 ,9,0 ,1 ,0 ,1 ,2026-UAE-04-013,Two,,
Mango Timor Yemeni,9-May,UAE ????,LM,9 ,0 ,0 ,0 ,0,9 ,0 ,7 ,0 ,2026-UAE-04-013,Two,,
Guava Banati,9-May,UAE ????,Egypt,15 ,0 ,0 ,0 ,6,9 ,2 ,6 ,2 ,2026-UAE-04-013,Two,,
Golden Berry,9-May,UAE ????,Egypt,3 ,0 ,0 ,0 ,0,3 ,1 ,3 ,1 ,2026-UAE-04-013,Two,,
Peach Baladi,9-May,UAE ????,Egypt,9 ,0 ,0 ,0 ,1,8 ,3 ,6 ,3 ,2026-UAE-04-013,Two,,
Peach Sugary,9-May,UAE ????,Egypt,14 ,0 ,0 ,0 ,1,13 ,2 ,10 ,2 ,2026-UAE-04-013,Two,,
Graps White,9-May,UAE ????,Egypt,4 ,0 ,0 ,0 ,0,4 ,0 ,4 ,0 ,2026-UAE-04-013,Two,,
Graps red,9-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,1 ,2 ,1 ,2026-UAE-04-013,Two,,
Cantaloupe,9-May,UAE ????,Egypt,11 ,0 ,0 ,0 ,0,12 ,3 ,8 ,2 ,2026-UAE-04-013,Two,,
Bashmala,10-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-04-013,Three,,
Watermelon,10-May,UAE ????,Egypt,11 ,0 ,0 ,0 ,1,10 ,0 ,10 ,0 ,2026-UAE-04-013,Three,,
Berries Omani,10-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-04-013,Three,,
Mango Timor Yemeni,10-May,UAE ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-04-013,Three,,
Guava Banati,10-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,1,1 ,0 ,1 ,0 ,2026-UAE-04-013,Three,,
Golden Berry,10-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-UAE-04-013,Three,,
Peach Baladi,10-May,UAE ????,Egypt,3 ,0 ,0 ,0 ,1,2 ,0 ,2 ,0 ,2026-UAE-04-013,Three,,
Peach Sugary,10-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,1,1 ,0 ,1 ,0 ,2026-UAE-04-013,Three,,
Graps White,10-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-04-013,Three,,
Graps red,10-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-UAE-04-013,Three,,
Cantaloupe,10-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-UAE-04-013,Three,,
Bashmala,17-May,UAE ????,Egypt,0 ,18 ,0 ,18 ,0,18 ,2 ,16 ,2 ,2026-UAE-05-014,One,,
Watermelon,17-May,UAE ????,Egypt,0 ,1380 ,(5),1375 ,13,402 ,50 ,352 ,1010 ,2026-UAE-05-014,One,,
Berries Omani,17-May,UAE ????,Egypt,0 ,100 ,0 ,100 ,8,92 ,18 ,74 ,18 ,2026-UAE-05-014,One,,
Mango Timor Yemeni,17-May,UAE ????,LM,0 ,45 ,(3),42 ,2,40 ,6 ,34 ,6 ,2026-UAE-05-014,One,,
Guava Banati,17-May,UAE ????,Egypt,0 ,69 ,(1),68 ,3,65 ,6 ,59 ,6 ,2026-UAE-05-014,One,,
Golden Berry,17-May,UAE ????,Egypt,0 ,33 ,0 ,33 ,0,33 ,2 ,31 ,2 ,2026-UAE-05-014,One,,
Peach Baladi,17-May,UAE ????,Egypt,0 ,49 ,0 ,49 ,1,47 ,8 ,39 ,9 ,2026-UAE-05-014,One,,
Peach Sugary,17-May,UAE ????,Egypt,0 ,66 ,0 ,66 ,1,65 ,5 ,60 ,5 ,2026-UAE-05-014,One,,
Graps White,17-May,UAE ????,Egypt,0 ,17 ,0 ,17 ,0,17 ,6 ,11 ,6 ,2026-UAE-05-014,One,,
Graps red,17-May,UAE ????,Egypt,0 ,24 ,0 ,24 ,0,24 ,4 ,20 ,4 ,2026-UAE-05-014,One,,
Cantaloupe,17-May,UAE ????,Egypt,0 ,130 ,0 ,130 ,0,93 ,15 ,78 ,52 ,2026-UAE-05-014,One,,
Apricot Amar,17-May,UAE ????,Egypt,0 ,21 ,0 ,21 ,0,21 ,3 ,18 ,3 ,2026-UAE-05-014,One,,
Bashmala,18-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-UAE-05-014,Two,,
Watermelon,18-May,UAE ????,Egypt,1010 ,0 ,0 ,0 ,4,108 ,17 ,91 ,915 ,2026-UAE-05-014,Two,,
Berries Omani,18-May,UAE ????,Egypt,18 ,0 ,0 ,0 ,15,3 ,1 ,2 ,1 ,2026-UAE-05-014,Two,,
Mango Timor Yemeni,18-May,UAE ????,LM,6 ,0 ,0 ,0 ,2,4 ,1 ,3 ,1 ,2026-UAE-05-014,Two,,
Guava Banati,18-May,UAE ????,Egypt,6 ,0 ,0 ,0 ,2,4 ,1 ,3 ,1 ,2026-UAE-05-014,Two,,
Golden Berry,18-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,2 ,0 ,2 ,2026-UAE-05-014,Two,,
Peach Baladi,18-May,UAE ????,Egypt,9 ,0 ,0 ,0 ,2,7 ,1 ,6 ,1 ,2026-UAE-05-014,Two,,
Peach Sugary,18-May,UAE ????,Egypt,5 ,0 ,0 ,0 ,2,3 ,2 ,1 ,2 ,2026-UAE-05-014,Two,,
Graps White,18-May,UAE ????,Egypt,6 ,0 ,0 ,0 ,0,6 ,1 ,5 ,1 ,2026-UAE-05-014,Two,,
Graps red,18-May,UAE ????,Egypt,4 ,0 ,0 ,0 ,0,2 ,1 ,1 ,3 ,2026-UAE-05-014,Two,,
Cantaloupe,18-May,UAE ????,Egypt,52 ,0 ,0 ,0 ,1,14 ,3 ,11 ,40 ,2026-UAE-05-014,Two,,
Apricot Amar,18-May,UAE ????,Egypt,3 ,0 ,0 ,0 ,0,3 ,1 ,2 ,1 ,2026-UAE-05-014,Two,,
Bashmala,22-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-014,Three,,
Watermelon,22-May,UAE ????,Egypt,915 ,0 ,0 ,0 ,4,30 ,3 ,27 ,884 ,2026-UAE-05-014,Three,,
Berries Omani,22-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-05-014,Three,,
Mango Timor Yemeni,22-May,UAE ????,LM,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-05-014,Three,,
Guava Banati,22-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-05-014,Three,,
Golden Berry,22-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-UAE-05-014,Three,,
Peach Baladi,22-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-05-014,Three,,
Peach Sugary,22-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,2026-UAE-05-014,Three,,
Graps White,22-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,0 ,0 ,0 ,1 ,2026-UAE-05-014,Three,,
Graps red,22-May,UAE ????,Egypt,3 ,0 ,0 ,0 ,0,1 ,0 ,1 ,2 ,2026-UAE-05-014,Three,,
Cantaloupe,22-May,UAE ????,Egypt,40 ,0 ,0 ,0 ,1,3 ,1 ,2 ,37 ,2026-UAE-05-014,Three,,
Apricot Amar,22-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-UAE-05-014,Three,,
Bashmala,23-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-014,Four,,
Watermelon,23-May,UAE ????,Egypt,884 ,0 ,0 ,0 ,0,3 ,3 ,0 ,884 ,2026-UAE-05-014,Four,,
Berries Omani,23-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-014,Four,,
Mango Timor Yemeni,23-May,UAE ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-014,Four,,
Guava Banati,23-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-014,Four,,
Golden Berry,23-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-014,Four,,
Peach Baladi,23-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-014,Four,,
Peach Sugary,23-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-014,Four,,
Graps White,23-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,0 ,0 ,0 ,1 ,2026-UAE-05-014,Four,,
Graps red,23-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,0 ,0 ,0 ,2 ,2026-UAE-05-014,Four,,
Cantaloupe,23-May,UAE ????,Egypt,37 ,0 ,0 ,0 ,3,1 ,1 ,0 ,34 ,2026-UAE-05-014,Four,,
Apricot Amar,23-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-014,Four,,
Bashmala,24-May,UAE ????,Egypt,0 ,18 ,(1),17 ,0,13 ,3 ,10 ,7 ,2026-UAE-05-015,One,,
Watermelon,24-May,UAE ????,Egypt,884 ,0 ,0 ,0 ,20,241 ,18 ,223 ,641 ,2026-UAE-05-015,One,,
Berries Omani,24-May,UAE ????,Egypt,0 ,35 ,(1),34 ,0,19 ,3 ,16 ,18 ,2026-UAE-05-015,One,,
Mango Timor Yemeni,24-May,UAE ????,LM,0 ,21 ,0 ,21 ,0,18 ,3 ,15 ,6 ,2026-UAE-05-015,One,,
Guava Banati,24-May,UAE ????,Egypt,0 ,35 ,0 ,35 ,0,22 ,3 ,19 ,16 ,2026-UAE-05-015,One,,
Golden Berry,24-May,UAE ????,Egypt,0 ,22 ,0 ,22 ,0,20 ,3 ,17 ,5 ,2026-UAE-05-015,One,,
Peach Baladi,24-May,UAE ????,Egypt,0 ,58 ,0 ,58 ,1,43 ,1 ,42 ,15 ,2026-UAE-05-015,One,,
Peach Sugary,24-May,UAE ????,Egypt,0 ,86 ,0 ,86 ,1,69 ,7 ,62 ,23 ,2026-UAE-05-015,One,,
Graps White,24-May,UAE ????,Egypt,1 ,23 ,0 ,23 ,0,17 ,0 ,17 ,7 ,2026-UAE-05-015,One,,
Graps red,24-May,UAE ????,Egypt,2 ,34 ,0 ,34 ,0,29 ,1 ,28 ,8 ,2026-UAE-05-015,One,,
Cantaloupe,24-May,UAE ????,Egypt,34 ,51 ,(1),50 ,0,69 ,6 ,63 ,21 ,2026-UAE-05-015,One,,
Apricot Amar,24-May,UAE ????,Egypt,0 ,125 ,0 ,125 ,0,103 ,13 ,90 ,35 ,2026-UAE-05-015,One,,
Bashmala,25-May,UAE ????,Egypt,7 ,0 ,0 ,0 ,1,4 ,0 ,4 ,2 ,2026-UAE-05-015,Two,,
Watermelon,25-May,UAE ????,Egypt,641 ,0 ,0 ,0 ,4,54 ,13 ,41 ,596 ,2026-UAE-05-015,Two,,
Berries Omani,25-May,UAE ????,Egypt,18 ,0 ,0 ,0 ,8,5 ,1 ,4 ,6 ,2026-UAE-05-015,Two,,
Mango Timor Yemeni,25-May,UAE ????,LM,6 ,0 ,0 ,0 ,1,3 ,2 ,1 ,4 ,2026-UAE-05-015,Two,,
Guava Banati,25-May,UAE ????,Egypt,16 ,0 ,0 ,0 ,2,7 ,1 ,6 ,8 ,2026-UAE-05-015,Two,,
Golden Berry,25-May,UAE ????,Egypt,5 ,0 ,0 ,0 ,1,3 ,0 ,3 ,1 ,2026-UAE-05-015,Two,,
Peach Baladi,25-May,UAE ????,Egypt,15 ,0 ,0 ,0 ,1,14 ,3 ,11 ,3 ,2026-UAE-05-015,Two,,
Peach Sugary,25-May,UAE ????,Egypt,23 ,0 ,0 ,0 ,4,17 ,5 ,12 ,7 ,2026-UAE-05-015,Two,,
Graps White,25-May,UAE ????,Egypt,7 ,0 ,0 ,0 ,0,7 ,1 ,6 ,1 ,2026-UAE-05-015,Two,,
Graps red,25-May,UAE ????,Egypt,8 ,0 ,0 ,0 ,1,8 ,2 ,6 ,1 ,2026-UAE-05-015,Two,,
Cantaloupe,25-May,UAE ????,Egypt,21 ,0 ,0 ,0 ,4,16 ,7 ,9 ,8 ,2026-UAE-05-015,Two,,
Apricot Amar,25-May,UAE ????,Egypt,35 ,0 ,0 ,0 ,1,25 ,3 ,22 ,12 ,2026-UAE-05-015,Two,,
Bashmala,26-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,1 ,0 ,1 ,1 ,2026-UAE-05-015,Three,,
Watermelon,26-May,UAE ????,Egypt,596 ,0 ,0 ,0 ,6,24 ,2 ,22 ,568 ,2026-UAE-05-015,Three,,
Berries Omani,26-May,UAE ????,Egypt,6 ,0 ,0 ,0 ,0,1 ,0 ,1 ,5 ,2026-UAE-05-015,Three,,
Mango Timor Yemeni,26-May,UAE ????,LM,4 ,0 ,0 ,0 ,0,1 ,0 ,1 ,3 ,2026-UAE-05-015,Three,,
Guava Banati,26-May,UAE ????,Egypt,8 ,0 ,0 ,0 ,0,1 ,0 ,1 ,7 ,2026-UAE-05-015,Three,,
Golden Berry,26-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,0 ,0 ,0 ,1 ,2026-UAE-05-015,Three,,
Peach Baladi,26-May,UAE ????,Egypt,3 ,0 ,0 ,0 ,0,1 ,0 ,1 ,2 ,2026-UAE-05-015,Three,,
Peach Sugary,26-May,UAE ????,Egypt,7 ,0 ,0 ,0 ,1,1 ,0 ,1 ,5 ,2026-UAE-05-015,Three,,
Graps White,26-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,0 ,0 ,0 ,1 ,2026-UAE-05-015,Three,,
Graps red,26-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,0 ,0 ,0 ,1 ,2026-UAE-05-015,Three,,
Cantaloupe,26-May,UAE ????,Egypt,8 ,0 ,0 ,0 ,1,2 ,0 ,2 ,5 ,2026-UAE-05-015,Three,,
Apricot Amar,26-May,UAE ????,Egypt,12 ,0 ,0 ,0 ,0,6 ,0 ,6 ,6 ,2026-UAE-05-015,Three,,
Bashmala,29-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-05-015,Three,,
Watermelon,29-May,UAE ????,Egypt,568 ,0 ,0 ,0 ,4,27 ,0 ,27 ,537 ,2026-UAE-05-015,Three,,
Berries Omani,29-May,UAE ????,Egypt,5 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,2026-UAE-05-015,Three,,
Mango Timor Yemeni,29-May,UAE ????,LM,3 ,0 ,0 ,0 ,1,1 ,0 ,1 ,1 ,2026-UAE-05-015,Three,,
Guava Banati,29-May,UAE ????,Egypt,7 ,0 ,0 ,0 ,3,3 ,0 ,3 ,1 ,2026-UAE-05-015,Three,,
Golden Berry,29-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-05-015,Three,,
Peach Baladi,29-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,1,1 ,0 ,1 ,0 ,2026-UAE-05-015,Three,,
Peach Sugary,29-May,UAE ????,Egypt,5 ,0 ,0 ,0 ,2,3 ,0 ,3 ,0 ,2026-UAE-05-015,Three,,
Graps White,29-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-UAE-05-015,Three,,
Graps red,29-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-UAE-05-015,Three,,
Cantaloupe,29-May,UAE ????,Egypt,5 ,0 ,0 ,0 ,1,4 ,0 ,4 ,0 ,2026-UAE-05-015,Three,,
Apricot Amar,29-May,UAE ????,Egypt,6 ,0 ,0 ,0 ,0,5 ,1 ,4 ,2 ,2026-UAE-05-015,Three,,
Bashmala,30-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Four,,
Watermelon,30-May,UAE ????,Egypt,537 ,0 ,0 ,0 ,8,41 ,7 ,34 ,495 ,2026-UAE-05-015,Four,,
Berries Omani,30-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Four,,
Mango Timor Yemeni,30-May,UAE ????,LM,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-05-015,Four,,
Guava Banati,30-May,UAE ????,Egypt,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-05-015,Four,,
Golden Berry,30-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Four,,
Peach Baladi,30-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Four,,
Peach Sugary,30-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Four,,
Graps White,30-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Four,,
Graps red,30-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Four,,
Cantaloupe,30-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Four,,
Apricot Amar,30-May,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-UAE-05-015,Four,,
Bashmala,31-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Watermelon,31-May,UAE ????,Egypt,495 ,0 ,0 ,0 ,5,45 ,0 ,45 ,445 ,2026-UAE-05-015,Five,,
Berries Omani,31-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Mango Timor Yemeni,31-May,UAE ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Guava Banati,31-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Golden Berry,31-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Peach Baladi,31-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Peach Sugary,31-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Graps White,31-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Graps red,31-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Cantaloupe,31-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Apricot Amar,31-May,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Five,,
Bashmala,1-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Watermelon,1-Jun,UAE ????,Egypt,445 ,0 ,0 ,0 ,0,8 ,0 ,8 ,437 ,2026-UAE-05-015,Six,,
Berries Omani,1-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Mango Timor Yemeni,1-Jun,UAE ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Guava Banati,1-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Golden Berry,1-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Peach Baladi,1-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Peach Sugary,1-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Graps White,1-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Graps red,1-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Cantaloupe,1-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Apricot Amar,1-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Six,,
Bashmala,2-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Watermelon,2-Jun,UAE ????,Egypt,437 ,0 ,0 ,0 ,0,9 ,0 ,9 ,428 ,2026-UAE-05-015,Seven,,
Berries Omani,2-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Mango Timor Yemeni,2-Jun,UAE ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Guava Banati,2-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Golden Berry,2-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Peach Baladi,2-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Peach Sugary,2-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Graps White,2-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Graps red,2-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Cantaloupe,2-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Apricot Amar,2-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Bashmala,3-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Watermelon,3-Jun,UAE ????,Egypt,428 ,0 ,0 ,0 ,21,12 ,0 ,12 ,395 ,2026-UAE-05-015,Seven,,
Berries Omani,3-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Mango Timor Yemeni,3-Jun,UAE ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Guava Banati,3-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Golden Berry,3-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Peach Baladi,3-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Peach Sugary,3-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Graps White,3-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Graps red,3-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Cantaloupe,3-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Apricot Amar,3-Jun,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-05-015,Seven,,
Plum Hollywood,6-Jun,UAE ????,Egypt,0 ,26 ,0 ,26 ,0,20 ,5 ,15 ,11 ,2026-UAE-05-016,One,,
Watermelon,6-Jun,UAE ????,Egypt,395 ,0 ,0 ,0 ,54,256 ,26 ,230 ,111 ,2026-UAE-05-016,One,,
Peach Baladi,6-Jun,UAE ????,Egypt,0 ,42 ,0 ,42 ,4,36 ,4 ,32 ,6 ,2026-UAE-05-016,One,,
