Item,Date,Warehouse,Source,Old Stock,Sh Quantity,Different,Shipment Stock,Scrap,Ofd,Return,Delivered ,All Stock,Shipment Code,Ofd D,Branch Scrap,Closeed Scrap
Mango Owais,4-Aug,UAE ????,Egypt,59 ,,,0 ,5,25 ,3 ,22 ,32 ,2026-UAE-07-024,Two,,
Mango Sediqa ,4-Aug,UAE ????,Egypt,6 ,,,0 ,0,4 ,,4 ,2 ,2026-UAE-07-024,Two,,
Mango White Sugar,4-Aug,UAE ????,Egypt,2 ,,,0 ,2,0 ,0 ,0 ,0 ,2026-UAE-07-024,Two,,
Pear Banati,4-Aug,UAE ????,Egypt,4 ,,,0 ,1,3 ,1 ,2 ,1 ,2026-UAE-07-024,Two,,
Mango Timour,4-Aug,UAE ????,Egypt,3 ,,,0 ,0,3 ,,3 ,0 ,2026-UAE-07-024,Two,,
Cantaloupe,5-Aug,UAE ????,Egypt,7 ,36 ,0 ,36 ,2,29 ,5 ,24 ,17 ,2026-UAE-08-025,One,,
Fig Barshomi,5-Aug,UAE ????,Egypt,17 ,95 ,0 ,95 ,4,79 ,12 ,67 ,41 ,2026-UAE-08-025,One,,
Fig Shouki,5-Aug,UAE ????,Egypt,9 ,47 ,0 ,47 ,0,56 ,15 ,41 ,15 ,2026-UAE-08-025,One,,
Graps red,5-Aug,UAE ????,Egypt,0 ,12 ,0 ,12 ,0,11 ,3 ,8 ,4 ,2026-UAE-08-025,One,,
Graps Banati,5-Aug,UAE ????,Egypt,7 ,37 ,0 ,37 ,0,44 ,10 ,34 ,10 ,2026-UAE-08-025,One,,
Mango Fas,5-Aug,UAE ????,Egypt,26 ,205 ,0 ,205 ,6,206 ,39 ,167 ,58 ,2026-UAE-08-025,One,,
Mango Fons,5-Aug,UAE ????,Egypt,5 ,25 ,0 ,25 ,0,29 ,5 ,24 ,6 ,2026-UAE-08-025,One,,
Mango Hindi,5-Aug,UAE ????,Egypt,1 ,5 ,0 ,5 ,0,6 ,2 ,4 ,2 ,2026-UAE-08-025,One,,
Mango Owais,5-Aug,UAE ????,Egypt,32 ,229 ,0 ,229 ,12,204 ,32 ,172 ,77 ,2026-UAE-08-025,One,,
Mango Sediqa ,5-Aug,UAE ????,Egypt,2 ,17 ,0 ,17 ,0,17 ,9 ,8 ,11 ,2026-UAE-08-025,One,,
Mango White Sugar,5-Aug,UAE ????,Egypt,0 ,28 ,0 ,28 ,2,21 ,5 ,16 ,10 ,2026-UAE-08-025,One,,
Pear Banati,5-Aug,UAE ????,Egypt,1 ,9 ,0 ,9 ,0,9 ,1 ,8 ,2 ,2026-UAE-08-025,One,,
Mango Timour,5-Aug,UAE ????,Egypt,0 ,15 ,0 ,15 ,1,6 ,0 ,6 ,8 ,2026-UAE-08-025,One,,
Cantaloupe,6-Aug,UAE ????,Egypt,17 ,,0 ,0 ,0,5 ,1 ,4 ,13 ,2026-UAE-08-025,Two,,
Fig Barshomi,6-Aug,UAE ????,Egypt,41 ,,0 ,0 ,4,20 ,2 ,18 ,19 ,2026-UAE-08-025,Two,,
Fig Shouki,6-Aug,UAE ????,Egypt,15 ,,0 ,0 ,1,12 ,2 ,10 ,4 ,2026-UAE-08-025,Two,,
Graps red,6-Aug,UAE ????,Egypt,4 ,,0 ,0 ,0,4 ,1 ,3 ,1 ,2026-UAE-08-025,Two,,
Graps Banati,6-Aug,UAE ????,Egypt,10 ,,0 ,0 ,0,10 ,0 ,10 ,0 ,2026-UAE-08-025,Two,,
Mango Fas,6-Aug,UAE ????,Egypt,58 ,,0 ,0 ,4,44 ,12 ,32 ,22 ,2026-UAE-08-025,Two,,
Mango Fons,6-Aug,UAE ????,Egypt,6 ,,0 ,0 ,1,3 ,0 ,3 ,2 ,2026-UAE-08-025,Two,,
Mango Hindi,6-Aug,UAE ????,Egypt,2 ,,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-UAE-08-025,Two,,
Mango Owais,6-Aug,UAE ????,Egypt,77 ,,0 ,0 ,10,25 ,3 ,22 ,45 ,2026-UAE-08-025,Two,,
Mango Sediqa ,6-Aug,UAE ????,Egypt,11 ,,0 ,0 ,3,8 ,1 ,7 ,1 ,2026-UAE-08-025,Two,,
Mango White Sugar,6-Aug,UAE ????,Egypt,10 ,,0 ,0 ,2,4 ,1 ,3 ,5 ,2026-UAE-08-025,Two,,
Pear Banati,6-Aug,UAE ????,Egypt,2 ,,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-UAE-08-025,Two,,
Mango Timour,6-Aug,UAE ????,Egypt,8 ,,0 ,0 ,1,0 ,0 ,0 ,7 ,2026-UAE-08-025,Two,,
Cantaloupe,7-Aug,UAE ????,Egypt,13 ,,0 ,0 ,,,,0 ,13 ,2026-UAE-08-025,Three,,
Fig Barshomi,7-Aug,UAE ????,Egypt,19 ,,0 ,0 ,3,,,0 ,16 ,2026-UAE-08-025,Three,,
Fig Shouki,7-Aug,UAE ????,Egypt,4 ,,0 ,0 ,,3 ,,3 ,1 ,2026-UAE-08-025,Three,,
Graps red,7-Aug,UAE ????,Egypt,1 ,,0 ,0 ,,1 ,1 ,0 ,1 ,2026-UAE-08-025,Three,,
Graps Banati,7-Aug,UAE ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-UAE-08-025,Three,,
Mango Fas,7-Aug,UAE ????,Egypt,22 ,,0 ,0 ,3,11 ,5 ,6 ,13 ,2026-UAE-08-025,Three,,
Mango Fons,7-Aug,UAE ????,Egypt,2 ,,0 ,0 ,,2 ,2 ,0 ,2 ,2026-UAE-08-025,Three,,
Mango Hindi,7-Aug,UAE ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-UAE-08-025,Three,,
Mango Owais,7-Aug,UAE ????,Egypt,45 ,,0 ,0 ,8,14 ,7 ,7 ,30 ,2026-UAE-08-025,Three,,
Mango Sediqa ,7-Aug,UAE ????,Egypt,1 ,,0 ,0 ,,1 ,1 ,0 ,1 ,2026-UAE-08-025,Three,,
Mango White Sugar,7-Aug,UAE ????,Egypt,5 ,,0 ,0 ,1,4 ,2 ,2 ,2 ,2026-UAE-08-025,Three,,
Pear Banati,7-Aug,UAE ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-UAE-08-025,Three,,
Mango Timour,7-Aug,UAE ????,Egypt,7 ,,0 ,0 ,1,,,0 ,6 ,2026-UAE-08-025,Three,,
Cantaloupe,8-Aug,UAE ????,Egypt,13 ,,0 ,0 ,1,6 ,2 ,4 ,8 ,2026-UAE-08-025,Four,,
Fig Barshomi,8-Aug,UAE ????,Egypt,16 ,,0 ,0 ,,16 ,6 ,10 ,6 ,2026-UAE-08-025,Four,,
Fig Shouki,8-Aug,UAE ????,Egypt,1 ,,0 ,0 ,,1 ,,1 ,0 ,2026-UAE-08-025,Four,,
Graps red,8-Aug,UAE ????,Egypt,1 ,,0 ,0 ,,1 ,,1 ,0 ,2026-UAE-08-025,Four,,
Graps Banati,8-Aug,UAE ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-UAE-08-025,Four,,
Mango Fas,8-Aug,UAE ????,Egypt,13 ,,0 ,0 ,2,11 ,4 ,7 ,4 ,2026-UAE-08-025,Four,,
Mango Fons,8-Aug,UAE ????,Egypt,2 ,,0 ,0 ,1,1 ,1 ,0 ,1 ,2026-UAE-08-025,Four,,
Mango Hindi,8-Aug,UAE ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-UAE-08-025,Four,,
Mango Owais,8-Aug,UAE ????,Egypt,30 ,,0 ,0 ,2,28 ,4 ,24 ,4 ,2026-UAE-08-025,Four,,
Mango Sediqa ,8-Aug,UAE ????,Egypt,1 ,,0 ,0 ,0,1 ,,1 ,0 ,2026-UAE-08-025,Four,,
Mango White Sugar,8-Aug,UAE ????,Egypt,2 ,,0 ,0 ,1,1 ,,1 ,0 ,2026-UAE-08-025,Four,,
Pear Banati,8-Aug,UAE ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-UAE-08-025,Four,,
Mango Timour,8-Aug,UAE ????,Egypt,6 ,,0 ,0 ,,4 ,2 ,2 ,4 ,2026-UAE-08-025,Four,,
Cantaloupe,10-Aug,UAE ????,Egypt,8 ,18 ,1 ,19 ,1,15 ,5 ,10 ,16 ,2026-UAE-08-026,One,,
Fig Barshomi,10-Aug,UAE ????,Egypt,6 ,94 ,0 ,94 ,8,65 ,20 ,45 ,47 ,2026-UAE-08-026,One,,
Fig Shouki,10-Aug,UAE ????,Egypt,0 ,63 ,0 ,63 ,,46 ,15 ,31 ,32 ,2026-UAE-08-026,One,,
Graps red,10-Aug,UAE ????,Egypt,0 ,13 ,0 ,13 ,,7 ,4 ,3 ,10 ,2026-UAE-08-026,One,,
Graps Banati,10-Aug,UAE ????,Egypt,0 ,38 ,0 ,38 ,,27 ,8 ,19 ,19 ,2026-UAE-08-026,One,,
Mango Fas,10-Aug,UAE ????,Egypt,4 ,182 ,0 ,182 ,6,145 ,46 ,99 ,81 ,2026-UAE-08-026,One,,
Mango Fons,10-Aug,UAE ????,Egypt,1 ,35 ,0 ,35 ,4,16 ,0 ,16 ,16 ,2026-UAE-08-026,One,,
Mango Hindi,10-Aug,UAE ????,Egypt,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,2026-UAE-08-026,One,,
Mango Owais,10-Aug,UAE ????,Egypt,4 ,174 ,0 ,174 ,12,84 ,15 ,69 ,97 ,2026-UAE-08-026,One,,
Mango Sediqa ,10-Aug,UAE ????,Egypt,0 ,10 ,0 ,10 ,1,8 ,6 ,2 ,7 ,2026-UAE-08-026,One,,
Mango White Sugar,10-Aug,UAE ????,Egypt,0 ,15 ,0 ,15 ,1,13 ,6 ,7 ,7 ,2026-UAE-08-026,One,,
Pear Banati,10-Aug,UAE ????,Egypt,0 ,11 ,0 ,11 ,,7 ,3 ,4 ,7 ,2026-UAE-08-026,One,,
Mango Timour,10-Aug,UAE ????,Egypt,4 ,10 ,0 ,10 ,2,8 ,4 ,4 ,8 ,2026-UAE-08-026,One,,
Cantaloupe,11-Aug,UAE ????,Egypt,16 ,,,0 ,1,14 ,1 ,13 ,2 ,2026-UAE-08-026,Two,,
Fig Barshomi,11-Aug,UAE ????,Egypt,47 ,,,0 ,2,41 ,14 ,27 ,18 ,2026-UAE-08-026,Two,,
Fig Shouki,11-Aug,UAE ????,Egypt,32 ,,,0 ,,31 ,2 ,29 ,3 ,2026-UAE-08-026,Two,,
Graps red,11-Aug,UAE ????,Egypt,10 ,,,0 ,,,0 ,0 ,10 ,2026-UAE-08-026,Two,,
Graps Banati,11-Aug,UAE ????,Egypt,19 ,,,0 ,,17 ,6 ,11 ,8 ,2026-UAE-08-026,Two,,
Mango Fas,11-Aug,UAE ????,Egypt,81 ,,,0 ,4,77 ,31 ,46 ,31 ,2026-UAE-08-026,Two,,
Mango Fons,11-Aug,UAE ????,Egypt,16 ,,,0 ,,16 ,8 ,8 ,8 ,2026-UAE-08-026,Two,,
Mango Hindi,11-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-026,Two,,
Mango Owais,11-Aug,UAE ????,Egypt,97 ,,,0 ,2,95 ,25 ,70 ,25 ,2026-UAE-08-026,Two,,
Mango Sediqa ,11-Aug,UAE ????,Egypt,7 ,,,0 ,,7 ,2 ,5 ,2 ,2026-UAE-08-026,Two,,
Mango White Sugar,11-Aug,UAE ????,Egypt,7 ,,,0 ,,7 ,1 ,6 ,1 ,2026-UAE-08-026,Two,,
Pear Banati,11-Aug,UAE ????,Egypt,7 ,,,0 ,,6 ,1 ,5 ,2 ,2026-UAE-08-026,Two,,
Mango Timour,11-Aug,UAE ????,Egypt,8 ,,,0 ,,7 ,0 ,7 ,1 ,2026-UAE-08-026,Two,,
Cantaloupe,12-Aug,UAE ????,Egypt,2 ,,,0 ,,2 ,,2 ,0 ,2026-UAE-08-026,Two,,
Fig Barshomi,12-Aug,UAE ????,Egypt,18 ,,,0 ,6,12 ,,12 ,0 ,2026-UAE-08-026,Two,,
Fig Shouki,12-Aug,UAE ????,Egypt,3 ,,,0 ,1,3 ,1 ,2 ,0 ,2026-UAE-08-026,Two,,
Graps red,12-Aug,UAE ????,Egypt,10 ,,,0 ,1,4 ,,4 ,5 ,2026-UAE-08-026,Two,,
Graps Banati,12-Aug,UAE ????,Egypt,8 ,,,0 ,2,6 ,,6 ,0 ,2026-UAE-08-026,Two,,
Mango Fas,12-Aug,UAE ????,Egypt,31 ,,,0 ,8,23 ,,23 ,0 ,2026-UAE-08-026,Two,,
Mango Fons,12-Aug,UAE ????,Egypt,8 ,,,0 ,3,5 ,,5 ,0 ,2026-UAE-08-026,Two,,
Mango Hindi,12-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-026,Two,,
Mango Owais,12-Aug,UAE ????,Egypt,25 ,,,0 ,8,22 ,5 ,17 ,0 ,2026-UAE-08-026,Two,,
Mango Sediqa ,12-Aug,UAE ????,Egypt,2 ,,,0 ,2,0 ,,0 ,0 ,2026-UAE-08-026,Two,,
Mango White Sugar,12-Aug,UAE ????,Egypt,1 ,,,0 ,1,,,0 ,0 ,2026-UAE-08-026,Two,,
Pear Banati,12-Aug,UAE ????,Egypt,2 ,,,0 ,,2 ,,2 ,0 ,2026-UAE-08-026,Two,,
Mango Timour,12-Aug,UAE ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-UAE-08-026,Two,,
Cantaloupe,15-Aug,UAE ????,Egypt,0 ,34 ,0 ,34 ,0,20 ,8 ,12 ,22 ,2026-UAE-08-027,One,0,
Fig Barshomi,15-Aug,UAE ????,Egypt,0 ,191 ,0 ,191 ,4,154 ,33 ,121 ,66 ,2026-UAE-08-027,One,2,
Fig Shouki,15-Aug,UAE ????,Egypt,0 ,131 ,0 ,131 ,6,107 ,20 ,87 ,38 ,2026-UAE-08-027,One,2,
Graps Banati,15-Aug,UAE ????,Egypt,0 ,76 ,0 ,76 ,0,63 ,12 ,51 ,25 ,2026-UAE-08-027,One,0,
Graps red,15-Aug,UAE ????,Egypt,5 ,31 ,0 ,31 ,0,23 ,6 ,17 ,19 ,2026-UAE-08-027,One,0,
Mango Fas,15-Aug,UAE ????,Egypt,0 ,440 ,0 ,440 ,8,361 ,63 ,298 ,134 ,2026-UAE-08-027,One,5,
Mango Fons,15-Aug,UAE ????,Egypt,0 ,47 ,0 ,47 ,2,34 ,7 ,27 ,18 ,2026-UAE-08-027,One,1,
Mango Hindi,15-Aug,UAE ????,Egypt,0 ,10 ,0 ,10 ,0,7 ,2 ,5 ,5 ,2026-UAE-08-027,One,0,
Mango Naomi,15-Aug,UAE ????,Egypt,0 ,2 ,0 ,2 ,0,2 ,2 ,0 ,2 ,2026-UAE-08-027,One,0,
Mango Owais,15-Aug,UAE ????,Egypt,0 ,317 ,(4),313 ,6,252 ,66 ,186 ,121 ,2026-UAE-08-027,One,1,
Mango Sediqa ,15-Aug,UAE ????,Egypt,0 ,27 ,1 ,28 ,0,22 ,5 ,17 ,11 ,2026-UAE-08-027,One,0,
Mango Timour,15-Aug,UAE ????,Egypt,0 ,15 ,5 ,20 ,1,10 ,2 ,8 ,11 ,2026-UAE-08-027,One,0,
Mango White Sugar,15-Aug,UAE ????,Egypt,0 ,58 ,3 ,61 ,3,43 ,8 ,35 ,23 ,2026-UAE-08-027,One,1,
Mango Zebda,15-Aug,UAE ????,Egypt,0 ,7 ,(5),2 ,0,2 ,2 ,0 ,2 ,2026-UAE-08-027,One,0,
Pear Banati,15-Aug,UAE ????,Egypt,0 ,18 ,0 ,18 ,0,16 ,6 ,10 ,8 ,2026-UAE-08-027,One,0,
Cantaloupe,16-Aug,UAE ????,Egypt,22 ,,0 ,0 ,0,10 ,1 ,9 ,13 ,2026-UAE-08-027,Two,,
Fig Barshomi,16-Aug,UAE ????,Egypt,66 ,,0 ,0 ,9,34 ,9 ,25 ,32 ,2026-UAE-08-027,Two,,
Fig Shouki,16-Aug,UAE ????,Egypt,38 ,,0 ,0 ,10,19 ,6 ,13 ,15 ,2026-UAE-08-027,Two,,
Graps Banati,16-Aug,UAE ????,Egypt,25 ,,0 ,0 ,0,13 ,3 ,10 ,15 ,2026-UAE-08-027,Two,,
Graps red,16-Aug,UAE ????,Egypt,19 ,,0 ,0 ,0,8 ,1 ,7 ,12 ,2026-UAE-08-027,Two,,
Mango Fas,16-Aug,UAE ????,Egypt,134 ,,0 ,0 ,12,61 ,10 ,51 ,71 ,2026-UAE-08-027,Two,,
Mango Fons,16-Aug,UAE ????,Egypt,18 ,,0 ,0 ,0,9 ,2 ,7 ,11 ,2026-UAE-08-027,Two,,
Mango Hindi,16-Aug,UAE ????,Egypt,5 ,,0 ,0 ,0,1 ,1 ,0 ,5 ,2026-UAE-08-027,Two,,
Mango Naomi,16-Aug,UAE ????,Egypt,2 ,,0 ,0 ,0,1 ,0 ,1 ,1 ,2026-UAE-08-027,Two,,
Mango Owais,16-Aug,UAE ????,Egypt,121 ,,0 ,0 ,15,71 ,17 ,54 ,52 ,2026-UAE-08-027,Two,,
Mango Sediqa ,16-Aug,UAE ????,Egypt,11 ,,0 ,0 ,1,6 ,0 ,6 ,4 ,2026-UAE-08-027,Two,,
Mango Timour,16-Aug,UAE ????,Egypt,11 ,,0 ,0 ,1,3 ,1 ,2 ,8 ,2026-UAE-08-027,Two,,
Mango White Sugar,16-Aug,UAE ????,Egypt,23 ,,0 ,0 ,3,11 ,1 ,10 ,10 ,2026-UAE-08-027,Two,,
Mango Zebda,16-Aug,UAE ????,Egypt,2 ,,0 ,0 ,0,2 ,1 ,1 ,1 ,2026-UAE-08-027,Two,,
Pear Banati,16-Aug,UAE ????,Egypt,8 ,,0 ,0 ,0,2 ,1 ,1 ,7 ,2026-UAE-08-027,Two,,
Cantaloupe,17-Aug,UAE ????,Egypt,13 ,,0 ,0 ,1,12 ,2 ,10 ,2 ,2026-UAE-08-027,Three,,
Fig Barshomi,17-Aug,UAE ????,Egypt,32 ,,0 ,0 ,5,26 ,3 ,23 ,4 ,2026-UAE-08-027,Three,,
Fig Shouki,17-Aug,UAE ????,Egypt,15 ,,0 ,0 ,3,12 ,5 ,7 ,5 ,2026-UAE-08-027,Three,,
Graps Banati,17-Aug,UAE ????,Egypt,15 ,,0 ,0 ,,15 ,1 ,14 ,1 ,2026-UAE-08-027,Three,,
Graps red,17-Aug,UAE ????,Egypt,12 ,,0 ,0 ,,11 ,1 ,10 ,2 ,2026-UAE-08-027,Three,,
Mango Fas,17-Aug,UAE ????,Egypt,71 ,,0 ,0 ,4,61 ,13 ,48 ,19 ,2026-UAE-08-027,Three,,
Mango Fons,17-Aug,UAE ????,Egypt,11 ,,0 ,0 ,1,8 ,1 ,7 ,3 ,2026-UAE-08-027,Three,,
Mango Hindi,17-Aug,UAE ????,Egypt,5 ,,0 ,0 ,1,4 ,2 ,2 ,2 ,2026-UAE-08-027,Three,,
Mango Naomi,17-Aug,UAE ????,Egypt,1 ,,0 ,0 ,,1 ,,1 ,0 ,2026-UAE-08-027,Three,,
Mango Owais,17-Aug,UAE ????,Egypt,52 ,,0 ,0 ,6,45 ,13 ,32 ,14 ,2026-UAE-08-027,Three,,
Mango Sediqa ,17-Aug,UAE ????,Egypt,4 ,,0 ,0 ,,4 ,,4 ,0 ,2026-UAE-08-027,Three,,
Mango Timour,17-Aug,UAE ????,Egypt,8 ,,0 ,0 ,,7 ,1 ,6 ,2 ,2026-UAE-08-027,Three,,
Mango White Sugar,17-Aug,UAE ????,Egypt,10 ,,0 ,0 ,2,7 ,4 ,3 ,5 ,2026-UAE-08-027,Three,,
Mango Zebda,17-Aug,UAE ????,Egypt,1 ,,0 ,0 ,,0 ,,0 ,1 ,2026-UAE-08-027,Three,,
Pear Banati,17-Aug,UAE ????,Egypt,7 ,,0 ,0 ,,6 ,1 ,5 ,2 ,2026-UAE-08-027,Three,,
Cantaloupe,18-Aug,UAE ????,Egypt,2 ,,,0 ,,1 ,,1 ,1 ,2026-UAE-08-027,Four,,
Fig Barshomi,18-Aug,UAE ????,Egypt,4 ,,,0 ,2,2 ,,2 ,0 ,2026-UAE-08-027,Four,,
Fig Shouki,18-Aug,UAE ????,Egypt,5 ,,,0 ,2,3 ,,3 ,0 ,2026-UAE-08-027,Four,,
Graps Banati,18-Aug,UAE ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-UAE-08-027,Four,,
Graps red,18-Aug,UAE ????,Egypt,2 ,,,0 ,,1 ,1 ,0 ,2 ,2026-UAE-08-027,Four,,
Mango Fas,18-Aug,UAE ????,Egypt,19 ,,,0 ,4,13 ,2 ,11 ,4 ,2026-UAE-08-027,Four,,
Mango Fons,18-Aug,UAE ????,Egypt,3 ,,,0 ,,1 ,1 ,0 ,3 ,2026-UAE-08-027,Four,,
Mango Hindi,18-Aug,UAE ????,Egypt,2 ,,,0 ,1,1 ,1 ,0 ,1 ,2026-UAE-08-027,Four,,
Mango Naomi,18-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-027,Four,,
Mango Owais,18-Aug,UAE ????,Egypt,14 ,,,0 ,4,10 ,2 ,8 ,2 ,2026-UAE-08-027,Four,,
Mango Sediqa ,18-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-027,Four,,
Mango Timour,18-Aug,UAE ????,Egypt,2 ,,,0 ,1,,,0 ,1 ,2026-UAE-08-027,Four,,
Mango White Sugar,18-Aug,UAE ????,Egypt,5 ,,,0 ,3,2 ,,2 ,0 ,2026-UAE-08-027,Four,,
Mango Zebda,18-Aug,UAE ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-UAE-08-027,Four,,
Pear Banati,18-Aug,UAE ????,Egypt,2 ,,,0 ,,,,0 ,2 ,2026-UAE-08-027,Four,,
Cantaloupe,19-Aug,UAE ????,Egypt,1 ,26 ,,26 ,0,20 ,2 ,18 ,9 ,2026-UAE-08-028,One,0,
Dates Barhi,19-Aug,UAE ????,Egypt,0 ,13 ,,13 ,0,12 ,0 ,12 ,1 ,2026-UAE-08-028,One,0,
Fig Barshomi,19-Aug,UAE ????,Egypt,0 ,111 ,(1),110 ,1,106 ,12 ,94 ,15 ,2026-UAE-08-028,One,1,
Graps Banati,19-Aug,UAE ????,Egypt,1 ,68 ,,68 ,0,65 ,8 ,57 ,12 ,2026-UAE-08-028,One,0,
Graps red,19-Aug,UAE ????,Egypt,2 ,6 ,,6 ,0,8 ,1 ,7 ,1 ,2026-UAE-08-028,One,0,
Guave Banati,19-Aug,UAE ????,Egypt,0 ,14 ,,14 ,0,14 ,2 ,12 ,2 ,2026-UAE-08-028,One,0,
Mango Fas,19-Aug,UAE ????,Egypt,4 ,208 ,,208 ,4,186 ,24 ,162 ,46 ,2026-UAE-08-028,One,2,
Mango Fons,19-Aug,UAE ????,Egypt,3 ,22 ,(3),19 ,1,20 ,3 ,17 ,4 ,2026-UAE-08-028,One,1,
Mango Hindi,19-Aug,UAE ????,Egypt,1 ,10 ,,10 ,0,8 ,0 ,8 ,3 ,2026-UAE-08-028,One,0,
Mango Naomi,19-Aug,UAE ????,Egypt,0 ,7 ,,7 ,0,7 ,0 ,7 ,0 ,2026-UAE-08-028,One,0,
Mango Owais,19-Aug,UAE ????,Egypt,2 ,206 ,(1),205 ,2,204 ,28 ,176 ,29 ,2026-UAE-08-028,One,1,
Mango Sediqa ,19-Aug,UAE ????,Egypt,0 ,20 ,,20 ,1,19 ,1 ,18 ,1 ,2026-UAE-08-028,One,1,
Mango Timour,19-Aug,UAE ????,Egypt,1 ,20 ,,20 ,2,19 ,1 ,18 ,1 ,2026-UAE-08-028,One,2,
Mango White Sugar,19-Aug,UAE ????,Egypt,0 ,37 ,3 ,40 ,1,32 ,1 ,31 ,8 ,2026-UAE-08-028,One,1,
Mango Zebda,19-Aug,UAE ????,Egypt,1 ,7 ,,7 ,1,5 ,0 ,5 ,2 ,2026-UAE-08-028,One,1,
Pear Banati,19-Aug,UAE ????,Egypt,2 ,13 ,,13 ,0,14 ,2 ,12 ,3 ,2026-UAE-08-028,One,0,
Cantaloupe,20-Aug,UAE ????,Egypt,9 ,,,0 ,1,8 ,2 ,6 ,2 ,2026-UAE-08-028,Two,,
Dates Barhi,20-Aug,UAE ????,Egypt,1 ,,,0 ,0,1 ,0 ,1 ,0 ,2026-UAE-08-028,Two,,
Fig Barshomi,20-Aug,UAE ????,Egypt,15 ,,,0 ,3,12 ,2 ,10 ,2 ,2026-UAE-08-028,Two,,
Graps Banati,20-Aug,UAE ????,Egypt,12 ,,,0 ,1,12 ,3 ,9 ,2 ,2026-UAE-08-028,Two,,
Graps red,20-Aug,UAE ????,Egypt,1 ,,,0 ,0,1 ,1 ,0 ,1 ,2026-UAE-08-028,Two,,
Guave Banati,20-Aug,UAE ????,Egypt,2 ,,,0 ,1,2 ,1 ,1 ,0 ,2026-UAE-08-028,Two,,
Mango Fas,20-Aug,UAE ????,Egypt,46 ,,,0 ,15,35 ,6 ,29 ,2 ,2026-UAE-08-028,Two,,
Mango Fons,20-Aug,UAE ????,Egypt,4 ,,,0 ,1,3 ,2 ,1 ,2 ,2026-UAE-08-028,Two,,
Mango Hindi,20-Aug,UAE ????,Egypt,3 ,,,0 ,0,0 ,0 ,0 ,3 ,2026-UAE-08-028,Two,,
Mango Naomi,20-Aug,UAE ????,Egypt,0 ,,,0 ,1,0 ,2 ,(2),1 ,2026-UAE-08-028,Two,,
Mango Owais,20-Aug,UAE ????,Egypt,29 ,,,0 ,10,21 ,8 ,13 ,6 ,2026-UAE-08-028,Two,,
Mango Sediqa ,20-Aug,UAE ????,Egypt,1 ,,,0 ,2,1 ,2 ,(1),0 ,2026-UAE-08-028,Two,,
Mango Timour,20-Aug,UAE ????,Egypt,1 ,,,0 ,0,1 ,1 ,0 ,1 ,2026-UAE-08-028,Two,,
Mango White Sugar,20-Aug,UAE ????,Egypt,8 ,,,0 ,1,7 ,1 ,6 ,1 ,2026-UAE-08-028,Two,,
Mango Zebda,20-Aug,UAE ????,Egypt,2 ,,,0 ,0,4 ,4 ,0 ,2 ,2026-UAE-08-028,Two,,
Pear Banati,20-Aug,UAE ????,Egypt,3 ,,,0 ,0,2 ,0 ,2 ,1 ,2026-UAE-08-028,Two,,
Cantaloupe,21-Aug,UAE ????,Egypt,2 ,,,0 ,,2 ,1 ,1 ,1 ,2026-UAE-08-028,Three,,
Dates Barhi,21-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-028,Three,,
Fig Barshomi,21-Aug,UAE ????,Egypt,2 ,,,0 ,,1 ,,1 ,1 ,2026-UAE-08-028,Three,,
Graps Banati,21-Aug,UAE ????,Egypt,2 ,,,0 ,1,2 ,1 ,1 ,0 ,2026-UAE-08-028,Three,,
Graps red,21-Aug,UAE ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-UAE-08-028,Three,,
Guave Banati,21-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-028,Three,,
Mango Fas,21-Aug,UAE ????,Egypt,2 ,,,0 ,,1 ,,1 ,1 ,2026-UAE-08-028,Three,,
Mango Fons,21-Aug,UAE ????,Egypt,2 ,,,0 ,,1 ,,1 ,1 ,2026-UAE-08-028,Three,,
Mango Hindi,21-Aug,UAE ????,Egypt,3 ,,,0 ,,1 ,,1 ,2 ,2026-UAE-08-028,Three,,
Mango Naomi,21-Aug,UAE ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-UAE-08-028,Three,,
Mango Owais,21-Aug,UAE ????,Egypt,6 ,,,0 ,1,5 ,1 ,4 ,1 ,2026-UAE-08-028,Three,,
