Item,Date,Warehouse,Source,Old Stock,Sh Quantity,Different,Shipment Stock,Scrap,Ofd,Return,Delivered ,All Stock,Shipment Code,Ofd D,Branch Scrap,Closeed Scrap
Bashmala,1-May,Qatar ????,Egypt,0 ,18 ,0 ,18 ,0,15 ,2 ,13 ,5 ,2026-QTR-04-008,One,,
Watermelon,1-May,Qatar ????,Egypt,0 ,374 ,0 ,374 ,115,242 ,26 ,216 ,43 ,2026-QTR-04-008,One,,
Berries Omani,1-May,Qatar ????,Egypt,0 ,30 ,0 ,30 ,1,28 ,4 ,24 ,5 ,2026-QTR-04-008,One,,
Mango Timor Yemeni,1-May,Qatar ????,LM,0 ,33 ,4 ,37 ,0,29 ,2 ,27 ,10 ,2026-QTR-04-008,One,,
Guava Banati,1-May,Qatar ????,Egypt,0 ,55 ,0 ,55 ,0,54 ,8 ,46 ,9 ,2026-QTR-04-008,One,,
Golden Berry,1-May,Qatar ????,Egypt,0 ,20 ,0 ,20 ,0,19 ,1 ,18 ,2 ,2026-QTR-04-008,One,,
Peach Baladi,1-May,Qatar ????,Egypt,0 ,26 ,0 ,26 ,0,26 ,4 ,22 ,4 ,2026-QTR-04-008,One,,
Peach Sugary,1-May,Qatar ????,Egypt,0 ,49 ,0 ,49 ,0,49 ,3 ,46 ,3 ,2026-QTR-04-008,One,,
Graps White,1-May,Qatar ????,Egypt,0 ,16 ,0 ,16 ,0,16 ,3 ,13 ,3 ,2026-QTR-04-008,One,,
Graps red,1-May,Qatar ????,Egypt,0 ,10 ,0 ,10 ,0,10 ,2 ,8 ,2 ,2026-QTR-04-008,One,,
Cantaloupe,1-May,Qatar ????,Egypt,0 ,68 ,0 ,68 ,0,68 ,4 ,64 ,4 ,2026-QTR-04-008,One,,
Bashmala,2-May,Qatar ????,Egypt,5 ,0 ,0 ,0 ,0,5 ,0 ,5 ,0 ,2026-QTR-04-008,Two,,
Watermelon,2-May,Qatar ????,Egypt,43 ,0 ,0 ,0 ,4,29 ,2 ,27 ,12 ,2026-QTR-04-008,Two,,
Berries Omani,2-May,Qatar ????,Egypt,5 ,0 ,0 ,0 ,0,5 ,0 ,5 ,0 ,2026-QTR-04-008,Two,,
Mango Timor Yemeni,2-May,Qatar ????,LM,10 ,0 ,0 ,0 ,1,4 ,0 ,4 ,5 ,2026-QTR-04-008,Two,,
Guava Banati,2-May,Qatar ????,Egypt,9 ,0 ,0 ,0 ,0,8 ,0 ,8 ,1 ,2026-QTR-04-008,Two,,
Golden Berry,2-May,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-QTR-04-008,Two,,
Peach Baladi,2-May,Qatar ????,Egypt,4 ,0 ,0 ,0 ,0,4 ,0 ,4 ,0 ,2026-QTR-04-008,Two,,
Peach Sugary,2-May,Qatar ????,Egypt,3 ,0 ,0 ,0 ,0,3 ,0 ,3 ,0 ,2026-QTR-04-008,Two,,
Graps White,2-May,Qatar ????,Egypt,3 ,0 ,0 ,0 ,0,3 ,0 ,3 ,0 ,2026-QTR-04-008,Two,,
Graps red,2-May,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-QTR-04-008,Two,,
Cantaloupe,2-May,Qatar ????,Egypt,4 ,0 ,0 ,0 ,0,4 ,0 ,4 ,0 ,2026-QTR-04-008,Two,,
Bashmala,3-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Three,,
Watermelon,3-May,Qatar ????,Egypt,12 ,0 ,0 ,0 ,0,7 ,0 ,7 ,5 ,2026-QTR-04-008,Three,,
Berries Omani,3-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Three,,
Mango Timor Yemeni,3-May,Qatar ????,LM,5 ,0 ,0 ,0 ,0,2 ,0 ,2 ,3 ,2026-QTR-04-008,Three,,
Guava Banati,3-May,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-04-008,Three,,
Golden Berry,3-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Three,,
Peach Baladi,3-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Three,,
Peach Sugary,3-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Three,,
Graps White,3-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Three,,
Graps red,3-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Three,,
Cantaloupe,3-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Three,,
Bashmala,4-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Four,,
Watermelon,4-May,Qatar ????,Egypt,5 ,0 ,0 ,0 ,0,5 ,0 ,5 ,0 ,2026-QTR-04-008,Four,,
Berries Omani,4-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Four,,
Mango Timor Yemeni,4-May,Qatar ????,LM,3 ,0 ,0 ,0 ,0,0 ,0 ,0 ,3 ,2026-QTR-04-008,Four,,
Guava Banati,4-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Four,,
Golden Berry,4-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Four,,
Peach Baladi,4-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Four,,
Peach Sugary,4-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Four,,
Graps White,4-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Four,,
Graps red,4-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Four,,
Cantaloupe,4-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-04-008,Four,,
Bashmala,5-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,,,0 ,0 ,2026-QTR-04-008,Five,,
Watermelon,5-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,,,0 ,0 ,2026-QTR-04-008,Five,,
Berries Omani,5-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,,,0 ,0 ,2026-QTR-04-008,Five,,
Mango Timor Yemeni,5-May,Qatar ????,LM,3 ,0 ,0 ,0 ,3,,,0 ,0 ,2026-QTR-04-008,Five,,
Guava Banati,5-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,,,0 ,0 ,2026-QTR-04-008,Five,,
Golden Berry,5-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,,,0 ,0 ,2026-QTR-04-008,Five,,
Peach Baladi,5-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,,,0 ,0 ,2026-QTR-04-008,Five,,
Peach Sugary,5-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,,,0 ,0 ,2026-QTR-04-008,Five,,
Graps White,5-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,,,0 ,0 ,2026-QTR-04-008,Five,,
Graps red,5-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,,,0 ,0 ,2026-QTR-04-008,Five,,
Cantaloupe,5-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,,,0 ,0 ,2026-QTR-04-008,Five,,
Bashmala,21-May,Qatar ????,Egypt,0 ,18 ,0 ,18 ,1,17 ,1 ,16 ,1 ,2026-QTR-05-009,One,,
Watermelon,21-May,Qatar ????,Egypt,0 ,900 ,(5),895 ,11,372 ,38 ,334 ,550 ,2026-QTR-05-009,One,,
Berries Omani,21-May,Qatar ????,Egypt,0 ,71 ,0 ,71 ,18,53 ,9 ,44 ,9 ,2026-QTR-05-009,One,,
Mango Timor Yemeni,21-May,Qatar ????,LM,0 ,34 ,0 ,34 ,3,29 ,1 ,28 ,3 ,2026-QTR-05-009,One,,
Guava Banati,21-May,Qatar ????,Egypt,0 ,68 ,0 ,68 ,1,59 ,9 ,50 ,17 ,2026-QTR-05-009,One,,
Golden Berry,21-May,Qatar ????,Egypt,0 ,27 ,0 ,27 ,0,25 ,4 ,21 ,6 ,2026-QTR-05-009,One,,
Peach Baladi,21-May,Qatar ????,Egypt,0 ,34 ,(1),33 ,0,32 ,2 ,30 ,3 ,2026-QTR-05-009,One,,
Peach Sugary,21-May,Qatar ????,Egypt,0 ,63 ,(1),62 ,0,53 ,3 ,50 ,12 ,2026-QTR-05-009,One,,
Graps White,21-May,Qatar ????,Egypt,0 ,23 ,(1),22 ,0,22 ,1 ,21 ,1 ,2026-QTR-05-009,One,,
Graps red,21-May,Qatar ????,Egypt,0 ,21 ,0 ,21 ,0,19 ,1 ,18 ,3 ,2026-QTR-05-009,One,,
Cantaloupe,21-May,Qatar ????,Egypt,0 ,81 ,(1),80 ,1,79 ,5 ,74 ,5 ,2026-QTR-05-009,One,,
Apricot Amar,21-May,Qatar ????,Egypt,0 ,49 ,(1),48 ,0,47 ,3 ,44 ,4 ,2026-QTR-05-009,One,,
Bashmala,23-May,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-05-009,Two,,
Watermelon,23-May,Qatar ????,Egypt,550 ,0 ,0 ,0 ,1,36 ,0 ,36 ,513 ,2026-QTR-05-009,Two,,
Berries Omani,23-May,Qatar ????,Egypt,9 ,0 ,0 ,0 ,8,1 ,0 ,1 ,0 ,2026-QTR-05-009,Two,,
Mango Timor Yemeni,23-May,Qatar ????,LM,3 ,0 ,0 ,0 ,1,1 ,1 ,0 ,2 ,2026-QTR-05-009,Two,,
Guava Banati,23-May,Qatar ????,Egypt,17 ,0 ,0 ,0 ,0,3 ,0 ,3 ,14 ,2026-QTR-05-009,Two,,
Golden Berry,23-May,Qatar ????,Egypt,6 ,0 ,0 ,0 ,0,3 ,0 ,3 ,3 ,2026-QTR-05-009,Two,,
Peach Baladi,23-May,Qatar ????,Egypt,3 ,0 ,0 ,0 ,0,3 ,1 ,2 ,1 ,2026-QTR-05-009,Two,,
Peach Sugary,23-May,Qatar ????,Egypt,12 ,0 ,0 ,0 ,0,11 ,1 ,10 ,2 ,2026-QTR-05-009,Two,,
Graps White,23-May,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,1 ,0 ,1 ,2026-QTR-05-009,Two,,
Graps red,23-May,Qatar ????,Egypt,3 ,0 ,0 ,0 ,0,3 ,1 ,2 ,1 ,2026-QTR-05-009,Two,,
Cantaloupe,23-May,Qatar ????,Egypt,5 ,0 ,0 ,0 ,0,5 ,0 ,5 ,0 ,2026-QTR-05-009,Two,,
Apricot Amar,23-May,Qatar ????,Egypt,4 ,0 ,0 ,0 ,0,4 ,2 ,2 ,2 ,2026-QTR-05-009,Two,,
Bashmala,24-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Three,,
Watermelon,24-May,Qatar ????,Egypt,513 ,0 ,0 ,0 ,2,27 ,1 ,26 ,485 ,2026-QTR-05-009,Three,,
Berries Omani,24-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Three,,
Mango Timor Yemeni,24-May,Qatar ????,LM,2 ,0 ,0 ,0 ,1,2 ,1 ,1 ,0 ,2026-QTR-05-009,Three,,
Guava Banati,24-May,Qatar ????,Egypt,14 ,0 ,0 ,0 ,0,2 ,0 ,2 ,12 ,2026-QTR-05-009,Three,,
Golden Berry,24-May,Qatar ????,Egypt,3 ,0 ,0 ,0 ,0,1 ,0 ,1 ,2 ,2026-QTR-05-009,Three,,
Peach Baladi,24-May,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-05-009,Three,,
Peach Sugary,24-May,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,1 ,1 ,1 ,2026-QTR-05-009,Three,,
Graps White,24-May,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-05-009,Three,,
Graps red,24-May,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-05-009,Three,,
Cantaloupe,24-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Three,,
Apricot Amar,24-May,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-QTR-05-009,Three,,
Bashmala,25-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Four,,
Watermelon,25-May,Qatar ????,Egypt,485 ,0 ,0 ,0 ,1,15 ,2 ,13 ,471 ,2026-QTR-05-009,Four,,
Berries Omani,25-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Four,,
Mango Timor Yemeni,25-May,Qatar ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Four,,
Guava Banati,25-May,Qatar ????,Egypt,12 ,0 ,0 ,0 ,0,2 ,0 ,2 ,10 ,2026-QTR-05-009,Four,,
Golden Berry,25-May,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,1 ,0 ,1 ,1 ,2026-QTR-05-009,Four,,
Peach Baladi,25-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Four,,
Peach Sugary,25-May,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-05-009,Four,,
Graps White,25-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Four,,
Graps red,25-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Four,,
Cantaloupe,25-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Four,,
Apricot Amar,25-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Four,,
Bashmala,26-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Five,,
Watermelon,26-May,Qatar ????,Egypt,471 ,0 ,0 ,0 ,0,7 ,0 ,7 ,464 ,2026-QTR-05-009,Five,,
Berries Omani,26-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Five,,
Mango Timor Yemeni,26-May,Qatar ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Five,,
Guava Banati,26-May,Qatar ????,Egypt,10 ,0 ,0 ,0 ,1,1 ,0 ,1 ,8 ,2026-QTR-05-009,Five,,
Golden Berry,26-May,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,0 ,0 ,0 ,1 ,2026-QTR-05-009,Five,,
Peach Baladi,26-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Five,,
Peach Sugary,26-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Five,,
Graps White,26-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Five,,
Graps red,26-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Five,,
Cantaloupe,26-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Five,,
Apricot Amar,26-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Five,,
Bashmala,30-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Six,,
Watermelon,30-May,Qatar ????,Egypt,464 ,0 ,0 ,0 ,0,16 ,0 ,16 ,448 ,2026-QTR-05-009,Six,,
Berries Omani,30-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Six,,
Mango Timor Yemeni,30-May,Qatar ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Six,,
Guava Banati,30-May,Qatar ????,Egypt,8 ,0 ,0 ,0 ,6,2 ,0 ,2 ,0 ,2026-QTR-05-009,Six,,
Golden Berry,30-May,Qatar ????,Egypt,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-QTR-05-009,Six,,
Peach Baladi,30-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Six,,
Peach Sugary,30-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Six,,
Graps White,30-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Six,,
Graps red,30-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Six,,
Cantaloupe,30-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Six,,
Apricot Amar,30-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Six,,
Bashmala,31-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Watermelon,31-May,Qatar ????,Egypt,448 ,0 ,0 ,0 ,2,12 ,0 ,12 ,434 ,2026-QTR-05-009,Seven,,
Berries Omani,31-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Mango Timor Yemeni,31-May,Qatar ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Guava Banati,31-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Golden Berry,31-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Peach Baladi,31-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Peach Sugary,31-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Graps White,31-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Graps red,31-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Cantaloupe,31-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Apricot Amar,31-May,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Seven,,
Bashmala,1-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Watermelon,1-Jun,Qatar ????,Egypt,434 ,0 ,0 ,0 ,1,8 ,0 ,8 ,425 ,2026-QTR-05-009,Eight,,
Berries Omani,1-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Mango Timor Yemeni,1-Jun,Qatar ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Guava Banati,1-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Golden Berry,1-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Peach Baladi,1-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Peach Sugary,1-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Graps White,1-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Graps red,1-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Cantaloupe,1-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Apricot Amar,1-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eight,,
Bashmala,2-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Watermelon,2-Jun,Qatar ????,Egypt,425 ,0 ,0 ,0 ,0,10 ,0 ,10 ,415 ,2026-QTR-05-009,Nine,,
Berries Omani,2-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Mango Timor Yemeni,2-Jun,Qatar ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Guava Banati,2-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Golden Berry,2-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Peach Baladi,2-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Peach Sugary,2-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Graps White,2-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Graps red,2-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Cantaloupe,2-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Apricot Amar,2-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Nine,,
Bashmala,3-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Watermelon,3-Jun,Qatar ????,Egypt,415 ,0 ,0 ,0 ,2,12 ,0 ,12 ,401 ,2026-QTR-05-009,Ten,,
Berries Omani,3-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Mango Timor Yemeni,3-Jun,Qatar ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Guava Banati,3-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Golden Berry,3-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Peach Baladi,3-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Peach Sugary,3-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Graps White,3-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Graps red,3-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Cantaloupe,3-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Apricot Amar,3-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Ten,,
Bashmala,4-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Watermelon,4-Jun,Qatar ????,Egypt,401 ,0 ,0 ,0 ,0,13 ,0 ,13 ,388 ,2026-QTR-05-009,Eleven,,
Berries Omani,4-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Mango Timor Yemeni,4-Jun,Qatar ????,LM,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Guava Banati,4-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Golden Berry,4-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Peach Baladi,4-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Peach Sugary,4-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Graps White,4-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Graps red,4-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Cantaloupe,4-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Apricot Amar,4-Jun,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-05-009,Eleven,,
Plum Hollywood,6-Jun,Qatar ????,Egypt,0 ,27 ,0 ,27 ,0,24 ,6 ,18 ,9 ,2026-QTR-05-010,One,,
Watermelon,6-Jun,Qatar ????,Egypt,388 ,0 ,0 ,0 ,100,152 ,26 ,126 ,162 ,2026-QTR-05-010,One,,
